Date,Open,High,Low,Close,Adj Close,Volume
2/10/2023,405.859985,408.440002,405.01001,408.040009,401.931183,70769700
2/13/2023,408.720001,412.970001,408.23999,412.829987,406.649475,64913500
2/14/2023,411.23999,415.049988,408.51001,412.640015,406.462341,88389300
2/15/2023,410.350006,414.059998,409.470001,413.980011,407.782288,61555700
2/16/2023,408.790009,412.910004,408.140015,408.279999,402.167603,76431500
2/17/2023,406.059998,407.51001,404.049988,407.26001,401.162872,89257800
2/21/2023,403.059998,404.160004,398.820007,399.089996,393.115204,82655900
2/22/2023,399.519989,401.130005,397.019989,398.540009,392.573425,83742300
2/23/2023,401.559998,402.200012,396.25,400.660004,394.661682,96242400
2/24/2023,395.420013,397.25,393.640015,396.380005,390.44574,108194400
2/27/2023,399.869995,401.290009,396.75,397.730011,391.775543,80444700
2/28/2023,397.230011,399.279999,396.149994,396.26001,390.327576,96438600
3/1/2023,395.410004,396.690002,393.380005,394.73999,388.830322,99706800
3/2/2023,392.679993,398.690002,392.329987,397.809998,391.854309,85127800
3/3/2023,399.709991,404.450012,399.029999,404.190002,398.138794,90120000
3/6/2023,405.049988,407.450012,404.01001,404.470001,398.414642,72795900
3/7/2023,404.420013,404.670013,397.630005,398.269989,392.307434,108310600
3/8/2023,398.390015,399.709991,396.589996,398.920013,392.947723,74746600
3/9/2023,399.73999,401.480011,390.529999,391.559998,385.697906,111945300
3/10/2023,390.98999,393.160004,384.320007,385.910004,380.132538,189253000
3/13/2023,381.809998,390.390015,380.649994,385.359985,379.590729,157790000
3/14/2023,390.5,393.450012,387.049988,391.730011,385.865356,149752400
3/15/2023,385.890015,389.48999,383.709991,389.279999,383.452057,172996900
3/16/2023,386.820007,396.470001,386.290009,396.109985,390.179779,143254200
3/17/2023,393.220001,394.399994,388.549988,389.98999,385.617523,140553400
3/20/2023,390.799988,394.170013,390.070007,393.73999,389.32547,93055800
3/21/2023,397.23999,399.410004,395.579987,398.910004,394.4375,91524200
3/22/2023,398.730011,402.48999,392.070007,392.109985,387.713745,111746600
3/23/2023,395.089996,399.290009,390.350006,393.170013,388.761902,119351300
3/24/2023,391.839996,395.839996,389.399994,395.75,391.312927,107682400
3/27/2023,398.119995,398.920013,395.559998,396.48999,392.044647,74010400
3/28/2023,395.769989,396.48999,393.690002,395.600006,391.164642,62871700
3/29/2023,399.929993,401.600006,398.679993,401.350006,396.850189,77497900
3/30/2023,404.089996,404.350006,401.76001,403.700012,399.173859,69840000
3/31/2023,404.660004,409.700012,404.549988,409.390015,404.800018,112062600
4/3/2023,408.850006,411.369995,408.440002,410.950012,406.342529,67391100
4/4/2023,411.619995,411.920013,407.23999,408.670013,404.088104,66601500
4/5/2023,407.910004,408.700012,405.880005,407.600006,403.030121,65200200
4/6/2023,406.769989,409.480011,405.679993,409.190002,404.602264,63743300
4/10/2023,406.609985,409.690002,405.970001,409.609985,405.017517,63681000
4/11/2023,410.26001,411.179993,408.920013,409.720001,405.126312,59297900
4/12/2023,411.869995,412.170013,407.440002,408.049988,403.475037,86420400
4/13/2023,409.179993,413.839996,407.98999,413.470001,408.834259,85814800
4/14/2023,412.809998,415.089996,410.059998,412.459991,407.835602,78161500
4/17/2023,412.369995,413.959991,411.089996,413.940002,409.299011,66436400
4/18/2023,415.579987,415.720001,412.779999,414.209991,409.565979,63560000
